post_id,ig_url,caption,media_count,likes,comments,is_sponsored,sponsorship_signal,brand_safety_profanity,brand_safety_sensitive,claimed_results,face_present,value_medium,format_structure,value_depth,hook_type,notes
3947193320920769154,https://www.instagram.com/p/DbHP2mJRuKC/,"Try Emergent free, link in bio /  / Everyone says launching an app is dangerous. /  / The biggest risks are: getting hacked, fined, or sued. /  / I built this tool in less than two hours using emergent (AI software builder). /  / If you want access comment “grade” /  / #privacypolicy #emergent #startup #cybersecurity #businesslaw",1,1784,592,,,,,,,,,,,
3973025892909037078,https://www.instagram.com/p/DcjBf_mRbYW/,"Stop paying $100+/mo, make the switch to @textnow for the same 5G towers. I genuinely cannot explain why I waited this long.  /  / Free local number. Free nationwide talk and text. Flexible data only when you need it. No commitments. No credit checks. No carrier games. Link in my bio. You’re welcome. @textnow  /  / #ad #TextNowPartner #techtips #smartspending #lifehacks",1,146,6,,,,,,,,,,,
3852020281678581959,https://www.instagram.com/p/DV1IAmNDVDH/,"i developed a proven roadmap to quitting your job and replacing it with online income and i’ll be teaching you how for free. /  / if leaving your 9-5 feels like something that’s only possible for “other people,” i want you to set aside less than 2 hours of your time (you literally have nothing to lose) and see what’s actually been happening for people just like you over here 🤫 /  / follow me and comment “",3,46,43,,,,,,,,,,,
3886589195911118559,https://www.instagram.com/p/DXv8EgaJz7f/,"I cancelled my Claude Code subscription, here’s why /  / Check out myhermes.cloud (self improving ai agent that you can run for free w/ ollama cloud) /  / Can integrate with your WhatsApp, Discord, Telegram, works 24x7, sandboxed in a docker so your data remains secure (better than openclaw, gpt, claude) /  / #openclaw #hermesagent #ai #claude #tech",1,571,688,,,,,,,,,,,
3960110669856407199,https://www.instagram.com/p/Db1I6w0Bn6f/,Weekly Diary - Episode #27,1,480,8,,,,,,,,,,,
3975865639470089117,https://www.instagram.com/p/DctHLvrS8Od/,"Comment ""MUSE"" and I’ll share the guide on how to use it. /  / Meta’s Muse Code is doing something pretty interesting with persistent coding. /  / Instead of starting from scratch every time you open a new session, your coding agents can stick around with their previous context and continue working on what they built. /  / It feels less like starting a new chat with an AI and more like handing the same projec",1,35,28,,,,,,,,,,,
2693255359974434924,https://www.instagram.com/p/CVgXXr8sWhs/,"Fun chroma shoot last week together with @robinkandersson, @lux.and.lumen and @joel.brunskog",1,51,3,,,,,,,,,,,
3602632342172320692,https://www.instagram.com/p/DH_HwcTg8O0/,Sign up for coffee chats to get to know our current consultants and e-board!! 💙 We highly encourage signing up!  /  / Sign-ups close on April 11! / Link in our bio,1,-1,0,,,,,,,,,,,
3935363915734068296,https://www.instagram.com/p/DadOKGDOCxI/,find me next to the babbling brook 😌,1,15,1,,,,,,,,,,,
3050433195884004233,https://www.instagram.com/p/CpVUNRrucOJ/,Looking to try something new for a night out? Check out Act & Sip - a 90 minute crash-course in acting with a drink in your hand 🥂 Book your tickets today at actandsipnyc.com,1,19,1,,,,,,,,,,,
2327219832083166858,https://www.instagram.com/p/CBL8httj7aK/,#Black lives matter #justice,1,9,3,,,,,,,,,,,
3557720050415330153,https://www.instagram.com/p/DFfj4lHSmNp/,Starting the year off in red! 🧨✨ /  / Outfit is made by @hasewingroom / DM for customs and inquiries orders /  / #ootd #outfitinspiration #lunarnewyearvibes🧧 #red #2025 #custommade #madewithlove #instagood #trending #reels #fashionphotography #fashiondesigner #fashion,1,19,1,,,,,,,,,,,
2514263647151599952,https://www.instagram.com/p/CLkdXdIJjFQ/,Another fun night at work. / Thanks Alessandro for the still / #atlasorionanamorphic / #alexamini / #cinematography,1,55,1,,,,,,,,,,,
3513752613179187079,https://www.instagram.com/p/DDDW2KRJV-H/,My luv 💌 #bodaA&J,1,-1,4,,,,,,,,,,,
3830008857704373107,https://www.instagram.com/p/DUm7MOKEZtz/,⠀ / SCULPTA / The Art of Building. /  / Precision in execution. / Built with intent. /  / Launching 2026.,1,28,6,,,,,,,,,,,
2915353113117584287,https://www.instagram.com/p/Ch1ajXOM-uf/,"Cappadocia, you’re pretty magic ✨ /  / Some of the best quotes from our Turkey trip so far: “No money, no honey”  / “Shakira is that you?”  / “Come for a ride on my magic carpet”  / “LADY LADY LADY”  / “You come with me to the castle” 🏰 @newportbeachyogagirl",1,93,8,,,,,,,,,,,
